"","h_type","h_ownership","h_es","h_ehr","h_rating","h_mortality","h_soc","h_ra","h_pex","h_eoc","h_toc","h_imaging"
"765","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"766","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"767","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"768","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"769","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"770","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"771","'Acute Care Hospitals'","'Government - Local'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"772","'Acute Care Hospitals'","'Government - Local'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"773","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"774","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"775","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"776","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"777","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"778","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"779","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"780","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Above the national average'"
"781","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"782","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Above the national average'"
"783","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"784","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"785","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"786","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"787","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"788","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"789","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"790","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"791","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Not Available'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"792","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"793","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"794","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"795","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"796","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Above the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Above the national average'"
"797","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Above the national average'"
"798","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Not Available'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"799","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"800","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"801","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'"
"802","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Not Available'"
"803","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"804","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"805","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"806","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'"
"807","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'"
"808","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'"
"809","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"810","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"811","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"812","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'"
"813","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"814","'Acute Care Hospitals'","'Government - State'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"815","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"816","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"817","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Above the national average'"
"818","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"819","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"820","'Acute Care Hospitals'","'Government - State'","No","Y","HHQ","'Not Available'","'Above the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'","'Same as the national average'"
"821","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"822","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'"
"823","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"824","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"825","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Not Available'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"826","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"827","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"828","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"829","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Above the national average'","'Above the national average'","'Not Available'","'Not Available'","'Not Available'"
"830","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Not Available'","'Same as the national average'","'Not Available'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"831","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"832","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"833","'Acute Care Hospitals'","Physician","Yes","?","HHQ","'Not Available'","'Same as the national average'","'Not Available'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"834","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"835","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"836","'Critical Access Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"837","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"838","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'","'Not Available'","'Not Available'"
"839","'Critical Access Hospitals'","'Government - Local'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"840","'Critical Access Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'","'Not Available'","'Not Available'"
"841","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"842","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"843","'Acute Care Hospitals'","'Government - State'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Above the national average'"
"844","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"845","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"846","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"847","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Not Available'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"848","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Not Available'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"849","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"850","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"851","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"852","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Not Available'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"853","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"854","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Not Available'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"855","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"856","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"857","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"858","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"859","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"860","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"861","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"862","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Above the national average'"
"863","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"864","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'"
"865","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"866","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'"
"867","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"868","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"869","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"870","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"871","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'"
"872","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Above the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"873","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"874","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"875","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"876","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"877","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"878","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"879","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"880","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"881","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"882","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Not Available'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'","'Not Available'","'Same as the national average'"
"883","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"884","'Critical Access Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"885","'Critical Access Hospitals'","'Government - Hospital District or Authority'","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Above the national average'","'Above the national average'","'Not Available'","'Not Available'","'Not Available'"
"886","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"887","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'"
"888","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"889","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Below the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"890","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"891","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Above the national average'","'Same as the national average'"
"892","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"893","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"894","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"895","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"896","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"897","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"898","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"899","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"900","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"901","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
